,team1,team2,date,score,winner,elo1,elo2
5343,astralis,mousesports,2018-12-08 15:00:00+00:00,2 - 0,astralis,1717.7800096476683,1525.330024534257
5344,astralis,liquid,2018-12-09 15:00:00+00:00,3 - 1,astralis,1717.7800096476683,1576.3257433435867
5345,natus vincere,liquid,2018-12-07 19:00:00+00:00,0 - 2,liquid,1554.9105939309009,1576.3257433435867
5346,mousesports,renegades,2018-12-07 15:00:00+00:00,2 - 1,mousesports,1525.330024534257,1466.165343449942
5347,natus vincere,ghost,2018-12-06 16:00:00+00:00,2 - 1,natus vincere,1554.9105939309009,1466.8792222486456
5348,nrg,ghost,2018-12-06 11:00:00+00:00,1 - 2,ghost,1548.7680490398295,1466.8792222486456
5349,natus vincere,sharks,2018-12-06 11:00:00+00:00,2 - 0,natus vincere,1554.9105939309009,1394.0997061989071
5350,mousesports,mibr,2018-12-06 17:00:00+00:00,0 - 2,mibr,1525.330024534257,1603.0666949104875
5351,sharks,north,2018-12-05 11:00:00+00:00,2 - 0,sharks,1375.1374775793531,1544.661421135863
5352,order,ghost,2018-12-05 11:00:00+00:00,0 - 2,ghost,1373.8521096676093,1471.1389030282253
5353,mousesports,natus vincere,2018-12-05 17:00:00+00:00,2 - 0,mousesports,1525.330024534257,1554.9105939309009
5354,mibr,nrg,2018-12-05 13:00:00+00:00,2 - 1,mibr,1603.0666949104875,1548.7680490398295
5355,g2,renegades,2018-12-06 13:00:00+00:00,1 - 2,renegades,1432.0654471193088,1466.165343449942
5356,hellraisers,g2,2018-12-05 16:00:00+00:00,1 - 2,g2,1480.0354437916371,1432.0654471193088
5357,renegades,big,2018-12-05 13:00:00+00:00,2 - 1,renegades,1466.165343449942,1518.9524229954288
5358,astralis,liquid,2018-12-06 15:00:00+00:00,2 - 0,astralis,1717.7800096476683,1576.3257433435867
5359,g2,intz,2018-12-04 18:00:00+00:00,2 - 1,g2,1439.4393446115082,1424.0395170818967
5360,renegades,vici,2018-12-04 15:00:00+00:00,2 - 0,renegades,1474.5053750311608,1345.517105111837
5361,liquid,big,2018-12-04 19:00:00+00:00,2 - 0,liquid,1459.5313465204897,1545.5316926680189
5362,hellraisers,astralis,2018-12-04 15:00:00+00:00,1 - 2,astralis,1474.2275112843652,1705.407429444434
5363,natus vincere,order,2018-12-04 14:00:00+00:00,1 - 0,natus vincere,1544.6718294251373,1373.8521096676093
5364,ghost,mousesports,2018-12-04 14:00:00+00:00,0 - 1,mousesports,1471.1389030282253,1506.528702663485
5365,nrg,north,2018-12-04 13:00:00+00:00,1 - 0,nrg,1540.9097614128973,1544.661421135863
5366,mibr,sharks,2018-12-04 13:00:00+00:00,1 - 0,mibr,1592.9774982222793,1375.1374775793531
5367,intz,big,2018-12-04 12:00:00+00:00,0 - 1,big,1424.0395170818967,1545.5316926680189
5368,liquid,g2,2018-12-04 12:00:00+00:00,1 - 0,liquid,1459.5313465204897,1439.4393446115082
5369,renegades,hellraisers,2018-12-04 11:00:00+00:00,0 - 1,hellraisers,1474.5053750311608,1474.2275112843652
5370,astralis,vici,2018-12-04 11:00:00+00:00,1 - 0,astralis,1705.407429444434,1345.517105111837
5371,ence,bravado,2018-12-02 14:00:00+00:00,2 - 0,ence,1491.5061233790123,1400.0
5372,heroic,ence,2018-12-02 11:00:00+00:00,0 - 2,ence,1505.5385889444563,1491.5061233790123
5373,x6tence galaxy,bravado,2018-12-02 09:00:00+00:00,0 - 2,bravado,1400.0,1400.0
5374,g2,ence,2018-12-01 17:00:00+00:00,0 - 2,ence,1439.4393446115082,1491.5061233790123
5375,optic,ence,2018-12-01 11:00:00+00:00,1 - 2,ence,1447.6461693226108,1491.5061233790123
5376,g2,bravado,2018-11-30 18:00:00+00:00,0 - 1,bravado,1439.4393446115082,1400.0
5377,complexity,x6tence galaxy,2018-12-01 15:00:00+00:00,0 - 2,x6tence galaxy,1340.6469423831684,1400.0
5378,ldlc,x6tence galaxy,2018-12-01 09:00:00+00:00,0 - 2,x6tence galaxy,1478.6507700975608,1400.0
5379,heroic,complexity,2018-11-30 17:00:00+00:00,1 - 0,heroic,1505.5385889444563,1340.6469423831684
5380,ence,g2,2018-11-30 15:00:00+00:00,0 - 1,g2,1491.5061233790123,1439.4393446115082
5381,ldlc,heroic,2018-11-30 14:00:00+00:00,0 - 1,heroic,1478.6507700975608,1505.5385889444563
5382,optic,bravado,2018-11-30 12:00:00+00:00,0 - 1,bravado,1447.6461693226108,1400.0
5383,complexity,x6tence galaxy,2018-11-30 11:00:00+00:00,1 - 0,complexity,1340.6469423831684,1400.0
5384,5power,mvp pk,2018-11-22 14:00:00+00:00,0 - 2,mvp pk,1400.0,1304.2096417612318
5385,kinguin,pro100,2018-11-22 12:00:00+00:00,0 - 2,pro100,1365.655303841306,1400.0
5386,heroic,5power,2018-11-22 12:00:00+00:00,2 - 0,heroic,1446.2910856526055,1400.0
5387,heroic,mvp pk,2018-11-22 08:00:00+00:00,2 - 0,heroic,1446.2910856526055,1304.2096417612318
5388,kinguin,5power,2018-11-22 08:00:00+00:00,0 - 2,5power,1365.655303841306,1400.0
5389,kinguin,mvp pk,2018-11-22 03:00:00+00:00,2 - 0,kinguin,1365.655303841306,1304.2096417612318
5390,alpha red,ago,2018-11-22 12:00:00+00:00,0 - 2,ago,1400.0,1380.5820559814165
5391,renegades,tyloo,2018-11-22 14:00:00+00:00,0 - 2,tyloo,1476.0802152900117,1285.1897109950373
5392,tyloo,ago,2018-11-22 11:00:00+00:00,0 - 2,ago,1285.1897109950373,1380.5820559814165
5393,renegades,teamone,2018-11-22 12:00:00+00:00,2 - 0,renegades,1476.0802152900117,1400.0
5394,renegades,alpha red,2018-11-22 05:00:00+00:00,2 - 0,renegades,1476.0802152900117,1400.0
5395,tyloo,teamone,2018-11-22 05:00:00+00:00,2 - 0,tyloo,1285.1897109950373,1400.0
5396,tyloo,alpha red,2018-11-22 03:00:00+00:00,0 - 2,alpha red,1285.1897109950373,1400.0
5397,astralis,mibr,2018-11-25 21:00:00+00:00,2 - 0,astralis,1697.21621542349,1536.3539496171468
5398,mibr,north,2018-11-24 21:00:00+00:00,2 - 1,mibr,1536.3539496171468,1548.4212298471743
5399,nip,astralis,2018-11-24 18:00:00+00:00,1 - 2,astralis,1528.2104721069138,1697.21621542349
5400,north,nrg,2018-11-24 00:00:00+00:00,2 - 1,north,1548.4212298471743,1567.4679011326136
5401,nrg,liquid,2018-11-23 17:00:00+00:00,2 - 0,nrg,1567.4679011326136,1493.6773121812816
5402,nip,north,2018-11-23 01:00:00+00:00,2 - 0,nip,1528.2104721069138,1548.4212298471743
5403,astralis,mousesports,2018-11-23 21:00:00+00:00,2 - 0,astralis,1697.21621542349,1517.6050622051062
5404,cloud9,mousesports,2018-11-23 15:00:00+00:00,0 - 2,mousesports,1428.1211752450827,1517.6050622051062
5405,astralis,mibr,2018-11-22 21:00:00+00:00,1 - 2,mibr,1697.21621542349,1536.3539496171468
5406,nrg,liquid,2018-12-02 19:00:00+00:00,0 - 2,liquid,1540.9097614128973,1459.5313465204897
5407,hellraisers,big,2018-12-02 15:00:00+00:00,1 - 2,big,1474.2275112843652,1545.5316926680189
5408,liquid,big,2018-12-01 19:00:00+00:00,2 - 0,liquid,1459.5313465204897,1545.5316926680189
5409,hellraisers,nrg,2018-12-01 15:00:00+00:00,0 - 2,nrg,1474.2275112843652,1540.9097614128973
5410,big,tyloo,2018-11-30 19:00:00+00:00,2 - 0,big,1545.5316926680189,1347.9950081129807
5411,gambit,big,2018-11-30 12:00:00+00:00,0 - 2,big,1347.9964860889922,1545.5316926680189
5412,hellraisers,tyloo,2018-11-29 16:00:00+00:00,2 - 0,hellraisers,1474.2275112843652,1347.9950081129807
5413,hellraisers,gambit,2018-11-29 13:00:00+00:00,1 - 0,hellraisers,1474.2275112843652,1347.9964860889922
5414,big,tyloo,2018-11-29 09:00:00+00:00,0 - 1,tyloo,1545.5316926680189,1347.9950081129807
5415,nrg,virtus.pro,2018-11-30 15:00:00+00:00,2 - 0,nrg,1540.9097614128973,1312.9830903974969
5416,virtus.pro,kinguin,2018-11-30 09:00:00+00:00,2 - 0,virtus.pro,1312.9830903974969,1347.6071715022947
5417,liquid,nrg,2018-11-29 18:00:00+00:00,2 - 1,liquid,1459.5313465204897,1540.9097614128973
5418,nrg,kinguin,2018-11-29 12:00:00+00:00,1 - 0,nrg,1540.9097614128973,1347.6071715022947
5419,liquid,virtus.pro,2018-11-29 15:00:00+00:00,1 - 0,liquid,1459.5313465204897,1312.9830903974969
5420,liquid,north,2018-11-22 19:00:00+00:00,0 - 1,north,1493.6773121812816,1548.4212298471743
5421,nrg,nip,2018-11-22 18:00:00+00:00,0 - 1,nip,1567.4679011326136,1528.2104721069138
5422,mousesports,mibr,2018-11-22 16:00:00+00:00,0 - 1,mibr,1517.6050622051062,1536.3539496171468
5423,astralis,cloud9,2018-11-22 15:00:00+00:00,1 - 0,astralis,1697.21621542349,1428.1211752450827
5424,tyloo,heroic,2018-11-25 07:00:00+00:00,2 - 3,heroic,1285.1897109950373,1446.2910856526055
5425,heroic,renegades,2018-11-24 08:00:00+00:00,2 - 1,heroic,1446.2910856526055,1476.0802152900117
5426,ago,tyloo,2018-11-24 04:00:00+00:00,1 - 2,tyloo,1380.5820559814165,1285.1897109950373
5427,renegades,5power,2018-11-23 09:00:00+00:00,2 - 0,renegades,1476.0802152900117,1400.0
5428,pro100,tyloo,2018-11-23 05:00:00+00:00,1 - 2,tyloo,1400.0,1285.1897109950373
5429,vitality,luminosity,2018-11-18 22:00:00+00:00,2 - 0,vitality,1400.0,1334.1750177240763
5430,complexity,vitality,2018-11-18 18:00:00+00:00,1 - 2,vitality,1341.2498013498077,1400.0
5431,ghost,luminosity,2018-11-18 15:00:00+00:00,1 - 2,luminosity,1462.5309078898813,1334.1750177240763
5432,envy,luminosity,2018-11-17 15:00:00+00:00,0 - 2,luminosity,1301.0989376144464,1334.1750177240763
5433,eunited,luminosity,2018-11-17 21:00:00+00:00,0 - 2,luminosity,1368.6558929441126,1334.1750177240763
5434,complexity,eunited,2018-11-16 23:00:00+00:00,1 - 0,complexity,1341.2498013498077,1368.6558929441126
5435,rogue,vitality,2018-11-18 00:00:00+00:00,0 - 2,vitality,1368.0258814983401,1400.0
5436,vitality,fragsters,2018-11-17 17:00:00+00:00,2 - 0,vitality,1400.0,1427.6189045808715
5437,ghost,rogue,2018-11-17 00:00:00+00:00,1 - 0,ghost,1462.5309078898813,1368.0258814983401
5438,natus vincere,nip,2018-11-03 18:00:00+00:00,2 - 0,natus vincere,1619.9142790403116,1416.3772631475788
5439,faze,mousesports,2018-11-14 17:00:00+00:00,0 - 1,mousesports,1565.746553674535,1463.0159706954246
5440,mousesports,faze,2018-11-14 16:00:00+00:00,1 - 0,mousesports,1463.0159706954246,1565.746553674535
5441,fragsters,rogue,2018-11-16 22:00:00+00:00,0 - 1,rogue,1427.6189045808715,1368.0258814983401
5442,eunited,luminosity,2018-11-16 19:00:00+00:00,1 - 0,eunited,1368.6558929441126,1334.1750177240763
5443,ghost,vitality,2018-11-16 18:00:00+00:00,1 - 0,ghost,1462.5309078898813,1400.0
5444,complexity,envy,2018-11-16 17:00:00+00:00,1 - 0,complexity,1341.2498013498077,1301.0989376144464
5445,ldlc,nip,2018-11-13 19:00:00+00:00,0 - 1,nip,1444.353242976161,1525.476717210603
5446,nip,ldlc,2018-11-13 18:00:00+00:00,1 - 0,nip,1525.476717210603,1444.353242976161
5447,astralis,north,2018-11-06 23:00:00+00:00,2 - 0,astralis,1840.790560522816,1549.4015830999579
5448,mibr,faze,2018-11-07 01:00:00+00:00,1 - 2,faze,1653.1564036867696,1498.3467440490158
5449,astralis,liquid,2018-11-11 20:00:00+00:00,3 - 0,astralis,1741.5412038116333,1495.889898327632
5450,faze,liquid,2018-11-11 00:00:00+00:00,1 - 2,liquid,1558.3689869872946,1495.889898327632
5451,astralis,fnatic,2018-11-10 19:00:00+00:00,2 - 1,astralis,1741.5412038116333,1319.414219101314
5452,astralis,mousesports,2018-11-09 22:00:00+00:00,2 - 0,astralis,1741.5412038116333,1454.934480852551
5453,liquid,ldlc,2018-11-09 19:00:00+00:00,2 - 1,liquid,1495.889898327632,1444.353242976161
5454,fnatic,liquid,2018-11-09 01:00:00+00:00,2 - 1,fnatic,1319.414219101314,1495.889898327632
5455,luminosity,mousesports,2018-11-09 01:00:00+00:00,0 - 2,mousesports,1294.2485904763682,1454.934480852551
5456,mousesports,big,2018-11-08 18:00:00+00:00,2 - 0,mousesports,1454.934480852551,1491.243676912276
5457,eunited,luminosity,2018-11-08 18:00:00+00:00,0 - 2,luminosity,1418.6317212009035,1294.2485904763682
5458,mousesports,liquid,2018-11-08 01:00:00+00:00,1 - 2,liquid,1454.934480852551,1495.889898327632
5459,eunited,fnatic,2018-11-07 21:00:00+00:00,0 - 2,fnatic,1418.6317212009035,1319.414219101314
5460,natus vincere,big,2018-11-07 18:00:00+00:00,0 - 2,big,1620.7268014037709,1491.243676912276
5461,avangar,luminosity,2018-11-07 18:00:00+00:00,0 - 2,luminosity,1382.649226941176,1294.2485904763682
5462,nrg,ldlc,2018-11-08 20:00:00+00:00,1 - 2,ldlc,1595.4126203292446,1444.353242976161
5463,astralis,faze,2018-11-08 21:00:00+00:00,0 - 2,faze,1741.5412038116333,1558.3689869872946
5464,north,ldlc,2018-11-08 01:00:00+00:00,1 - 2,ldlc,1584.8335332022116,1444.353242976161
5465,mibr,nrg,2018-11-07 21:00:00+00:00,1 - 2,nrg,1521.8867087648305,1595.4126203292446
5466,renegades,ldlc,2018-11-07 02:00:00+00:00,1 - 2,ldlc,1472.460509538484,1408.182432005701
5467,mvp pk,nrg,2018-11-06 23:00:00+00:00,1 - 2,nrg,1314.6117081388556,1536.950020285868
5468,luminosity,liquid,2018-11-06 21:00:00+00:00,0 - 1,liquid,1270.415768913724,1535.952227163983
5469,mousesports,avangar,2018-11-06 22:00:00+00:00,1 - 0,mousesports,1515.5462006336868,1396.02835179229
5470,fnatic,big,2018-11-06 20:00:00+00:00,1 - 0,fnatic,1389.9346932917285,1525.1785761284902
5471,natus vincere,eunited,2018-11-06 20:00:00+00:00,0 - 1,eunited,1619.9142790403116,1418.2215947637605
5472,ldlc,faze,2018-11-06 19:00:00+00:00,0 - 1,faze,1408.182432005701,1498.3467440490158
5473,mibr,renegades,2018-11-06 19:00:00+00:00,1 - 0,mibr,1653.1564036867696,1472.460509538484
5474,north,nrg,2018-11-06 18:00:00+00:00,1 - 0,north,1549.4015830999579,1536.950020285868
5475,astralis,mvp pk,2018-11-06 18:00:00+00:00,1 - 0,astralis,1840.790560522816,1314.6117081388556
5476,nrg,optic,2018-11-04 20:00:00+00:00,3 - 1,nrg,1536.950020285868,1377.4507081277823
5477,big,optic,2018-11-04 17:00:00+00:00,0 - 2,optic,1525.1785761284902,1377.4507081277823
5478,nrg,big,2018-11-03 22:00:00+00:00,2 - 1,nrg,1536.950020285868,1525.1785761284902
5479,heroic,complexity,2018-11-03 18:00:00+00:00,1 - 2,complexity,1397.8472109601469,1411.8693063824521
5480,optic,ghost,2018-11-03 16:00:00+00:00,2 - 0,optic,1377.4507081277823,1550.248528063694
5481,complexity,g2,2018-11-03 00:00:00+00:00,2 - 1,complexity,1411.8693063824521,1474.647167984378
5482,ghost,kinguin,2018-11-02 22:00:00+00:00,2 - 0,ghost,1550.248528063694,1400.0
5483,optic,big,2018-11-02 18:00:00+00:00,1 - 2,big,1377.4507081277823,1525.1785761284902
5484,nrg,heroic,2018-11-02 16:00:00+00:00,2 - 0,nrg,1536.950020285868,1397.8472109601469
5485,sk,torqued,2018-02-08 17:00:00+00:00,2 - 0,sk,1647.7682860281825,1400.0
5486,north,vega squadron,2018-02-08 19:00:00+00:00,2 - 0,north,1380.3929097654773,1352.7800844525748
5487,nip,liquid,2018-02-08 21:00:00+00:00,1 - 2,liquid,1491.6610591098895,1345.540155824592
5488,cloud9,heroic,2018-02-09 00:00:00+00:00,2 - 0,cloud9,1584.2150017529552,1445.9880576932346
5489,sk,north,2018-02-09 17:00:00+00:00,2 - 0,sk,1647.7682860281825,1380.3929097654773
5490,liquid,cloud9,2018-02-09 20:00:00+00:00,0 - 2,cloud9,1345.540155824592,1584.2150017529552
5491,torqued,vega squadron,2018-02-09 22:00:00+00:00,2 - 0,torqued,1400.0,1352.7800844525748
5492,nip,heroic,2018-02-10 01:00:00+00:00,1 - 2,heroic,1491.6610591098895,1445.9880576932346
5493,liquid,torqued,2018-02-10 17:00:00+00:00,2 - 0,liquid,1345.540155824592,1400.0
5494,north,heroic,2018-02-10 19:00:00+00:00,0 - 2,heroic,1380.3929097654773,1445.9880576932346
5495,sk,cloud9,2018-02-10 22:00:00+00:00,0 - 2,cloud9,1647.7682860281825,1584.2150017529552
5496,liquid,heroic,2018-02-11 00:00:00+00:00,2 - 0,liquid,1345.540155824592,1445.9880576932346
5497,sk,liquid,2018-02-11 17:00:00+00:00,0 - 2,liquid,1647.7682860281825,1345.540155824592
5498,cloud9,liquid,2018-02-11 20:00:00+00:00,2 - 2,liquid,1584.2150017529552,1345.540155824592
5499,sk,envy,2017-04-20 16:00:00+00:00,2 - 0,sk,1513.7809134614918,1400.8655642817616
5500,gambit,godsent,2017-04-20 19:00:00+00:00,2 - 0,gambit,1386.257197388672,1388.1000714007555
5501,optic,cloud9,2017-04-20 22:00:00+00:00,0 - 2,cloud9,1347.0684620404097,1434.425006623536
5502,nip,liquid,2017-04-21 01:00:00+00:00,1 - 2,liquid,1443.1482582472167,1371.8442683106318
5503,envy,optic,2017-04-21 16:00:00+00:00,1 - 2,optic,1400.8655642817616,1347.0684620404097
5504,godsent,nip,2017-04-21 21:00:00+00:00,0 - 2,nip,1388.1000714007555,1443.1482582472167
5505,sk,cloud9,2017-04-21 23:00:00+00:00,2 - 1,sk,1513.7809134614918,1434.425006623536
5506,gambit,liquid,2017-04-22 03:00:00+00:00,2 - 0,gambit,1386.257197388672,1371.8442683106318
5507,nip,cloud9,2017-04-22 16:00:00+00:00,0 - 2,cloud9,1443.1482582472167,1434.425006623536
5508,optic,liquid,2017-04-22 19:00:00+00:00,2 - 1,optic,1347.0684620404097,1371.8442683106318
5509,sk,gambit,2017-04-22 22:00:00+00:00,2 - 0,sk,1513.7809134614918,1386.257197388672
5510,cloud9,optic,2017-04-23 00:00:00+00:00,1 - 2,optic,1434.425006623536,1347.0684620404097
5511,gambit,optic,2017-04-23 17:00:00+00:00,2 - 1,gambit,1386.257197388672,1347.0684620404097
5512,sk,gambit,2017-04-23 21:00:00+00:00,2 - 2,sk,1513.7809134614918,1386.257197388672
5513,optic,complexity,2018-11-04 01:00:00+00:00,2 - 0,optic,1377.4507081277823,1411.8693063824521
5514,optic,complexity,2018-11-01 16:00:00+00:00,2 - 1,optic,1377.4507081277823,1411.8693063824521
5515,g2,big,2018-11-02 02:00:00+00:00,0 - 2,big,1474.647167984378,1525.1785761284902
5516,heroic,kinguin,2018-11-02 00:00:00+00:00,2 - 0,heroic,1397.8472109601469,1400.0
5517,ghost,nrg,2018-11-01 20:00:00+00:00,1 - 2,nrg,1550.248528063694,1536.950020285868
5518,ence,hellraisers,2018-10-23 18:00:00+00:00,1 - 2,hellraisers,1539.320146844486,1351.4999824935576
5519,hellraisers,avangar,2018-10-27 10:00:00+00:00,0 - 2,avangar,1421.2507666220495,1397.0955389380667
5520,faze,natus vincere,2018-10-25 14:00:00+00:00,0 - 2,natus vincere,1461.3655107331988,1662.2507508885178
5521,liquid,swole patrol,2018-10-24 13:00:00+00:00,2 - 0,liquid,1533.0902517938102,1400.0
5522,natus vincere,hellraisers,2018-10-23 14:00:00+00:00,2 - 1,natus vincere,1634.5388046743706,1351.4999824935576
5523,faze,mibr,2018-11-03 15:00:00+00:00,1 - 0,faze,1498.3467440490158,1653.1564036867696
5524,natus vincere,nip,2018-11-03 15:00:00+00:00,1 - 0,natus vincere,1619.9142790403116,1416.3772631475788
5525,cloud9,astralis,2018-11-03 15:00:00+00:00,0 - 1,astralis,1318.9370990678628,1840.790560522816
5526,natus vincere,mibr,2018-11-03 14:00:00+00:00,1 - 0,natus vincere,1619.9142790403116,1653.1564036867696
5527,cloud9,nip,2018-11-03 14:00:00+00:00,0 - 1,nip,1318.9370990678628,1416.3772631475788
5528,faze,astralis,2018-11-03 14:00:00+00:00,0 - 1,astralis,1498.3467440490158,1840.790560522816
5529,nip,mibr,2018-11-03 13:00:00+00:00,1 - 0,nip,1416.3772631475788,1653.1564036867696
5530,cloud9,faze,2018-11-03 13:00:00+00:00,1 - 0,cloud9,1318.9370990678628,1498.3467440490158
5531,natus vincere,astralis,2018-11-03 13:00:00+00:00,1 - 0,natus vincere,1619.9142790403116,1840.790560522816
5532,faze,natus vincere,2018-11-02 19:00:00+00:00,1 - 0,faze,1498.3467440490158,1619.9142790403116
5533,astralis,nip,2018-11-02 19:00:00+00:00,0 - 1,nip,1840.790560522816,1416.3772631475788
5534,cloud9,mibr,2018-11-02 19:00:00+00:00,1 - 0,cloud9,1318.9370990678628,1653.1564036867696
5535,natus vincere,cloud9,2018-11-02 18:00:00+00:00,1 - 0,natus vincere,1619.9142790403116,1318.9370990678628
5536,mousesports,g2,2018-10-09 19:00:00+00:00,1 - 0,mousesports,1559.210684228008,1444.442619229009
5537,g2,mousesports,2018-10-09 19:00:00+00:00,0 - 1,mousesports,1444.442619229009,1559.210684228008
5538,mibr,astralis,2018-11-02 18:00:00+00:00,0 - 1,astralis,1653.1564036867696,1840.790560522816
5539,natus vincere,faze,2018-10-28 15:00:00+00:00,0 - 2,faze,1662.2507508885178,1461.3655107331988
5540,liquid,faze,2018-10-28 12:00:00+00:00,0 - 2,faze,1533.0902517938102,1461.3655107331988
5541,natus vincere,avangar,2018-10-28 08:00:00+00:00,2 - 0,natus vincere,1662.2507508885178,1397.0955389380667
5542,nip,faze,2018-10-27 13:00:00+00:00,0 - 2,faze,1404.7527246204654,1461.3655107331988
5543,avangar,liquid,2018-10-25 17:00:00+00:00,0 - 2,liquid,1397.0955389380667,1533.0902517938102
5544,nip,swole patrol,2018-10-24 16:00:00+00:00,2 - 0,nip,1404.7527246204654,1400.0
5545,optic,fnatic,2018-10-21 20:00:00+00:00,0 - 1,fnatic,1495.2105398352637,1393.0893481197782
5546,fnatic,optic,2018-10-21 19:00:00+00:00,1 - 0,fnatic,1393.0893481197782,1495.2105398352637
5547,nip,avangar,2018-10-24 09:00:00+00:00,1 - 2,avangar,1370.1496297434967,1377.519732533439
5548,faze,ence,2018-10-23 10:00:00+00:00,2 - 1,faze,1545.270995674433,1539.320146844486
5549,mousesports,nip,2018-10-19 20:00:00+00:00,0 - 1,nip,1532.9558826568827,1370.1496297434967
5550,hellraisers,g2,2018-11-14 21:00:00+00:00,1 - 0,hellraisers,1434.3817671658535,1454.175110672447
5551,faze,heroic,2018-11-14 21:00:00+00:00,0 - 1,heroic,1565.746553674535,1395.715070127392
5552,north,windigo,2018-11-14 21:00:00+00:00,0 - 1,windigo,1556.5041989468916,1459.4960589684356
5553,nip,mousesports,2018-11-14 20:00:00+00:00,1 - 0,nip,1545.5167084410152,1463.0159706954246
5554,fnatic,ex-space soldiers,2018-11-14 21:00:00+00:00,1 - 0,fnatic,1369.6480048631688,1395.0811535335883
5555,astralis,ago,2018-11-14 20:00:00+00:00,0 - 1,ago,1727.2121437814883,1350.5861276234182
5556,natus vincere,big,2018-11-14 20:00:00+00:00,0 - 1,big,1592.531435562178,1497.672086530978
5557,g2,hellraisers,2018-11-14 19:00:00+00:00,0 - 1,hellraisers,1454.175110672447,1434.3817671658535
5558,heroic,faze,2018-11-14 19:00:00+00:00,1 - 0,heroic,1395.715070127392,1565.746553674535
5559,windigo,north,2018-11-14 19:00:00+00:00,0 - 1,north,1459.4960589684356,1556.5041989468916
5560,mousesports,nip,2018-11-14 19:00:00+00:00,1 - 0,mousesports,1463.0159706954246,1545.5167084410152
5561,ex-space soldiers,fnatic,2018-11-14 19:00:00+00:00,0 - 1,fnatic,1395.0811535335883,1369.6480048631688
5562,ago,astralis,2018-11-14 19:00:00+00:00,0 - 1,astralis,1350.5861276234182,1727.2121437814883
5563,big,natus vincere,2018-11-14 19:00:00+00:00,1 - 0,big,1497.672086530978,1592.531435562178
5564,g2,ago,2018-11-13 21:00:00+00:00,1 - 0,g2,1433.3160902294426,1379.353782112923
5565,windigo,nip,2018-11-13 22:00:00+00:00,0 - 1,nip,1395.605232844728,1525.476717210603
5566,ago,g2,2018-11-13 20:00:00+00:00,0 - 1,g2,1379.353782112923,1433.3160902294426
5567,nip,windigo,2018-11-13 21:00:00+00:00,0 - 1,windigo,1525.476717210603,1395.605232844728
5568,heroic,ex-space soldiers,2018-11-13 19:00:00+00:00,1 - 0,heroic,1389.034425038534,1396.8318249679862
5569,hellraisers,windigo,2018-11-13 20:00:00+00:00,0 - 1,windigo,1488.2286666381747,1395.605232844728
5570,ex-space soldiers,heroic,2018-11-13 18:00:00+00:00,1 - 0,ex-space soldiers,1396.8318249679862,1389.034425038534
5571,windigo,hellraisers,2018-11-13 18:00:00+00:00,1 - 0,windigo,1395.605232844728,1488.2286666381747
5572,heroic,hellraisers,2018-11-13 17:00:00+00:00,0 - 1,hellraisers,1389.034425038534,1488.2286666381747
5573,ex-space soldiers,ago,2018-11-13 16:00:00+00:00,0 - 1,ago,1396.8318249679862,1379.353782112923
5574,hellraisers,heroic,2018-11-13 16:00:00+00:00,0 - 1,heroic,1488.2286666381747,1389.034425038534
5575,ago,ex-space soldiers,2018-11-13 16:00:00+00:00,0 - 1,ex-space soldiers,1379.353782112923,1396.8318249679862
5576,ago,hellraisers,2018-11-01 22:00:00+00:00,1 - 0,ago,1357.4327207546346,1439.9080265877933
5577,windigo,mousesports,2018-11-01 21:00:00+00:00,1 - 0,windigo,1331.7058745669726,1515.5462006336868
5578,hellraisers,ago,2018-11-01 20:00:00+00:00,1 - 0,hellraisers,1439.9080265877933,1357.4327207546346
5579,mousesports,windigo,2018-11-01 20:00:00+00:00,0 - 1,windigo,1515.5462006336868,1331.7058745669726
5580,ago,fnatic,2018-11-01 19:00:00+00:00,0 - 1,fnatic,1357.4327207546346,1389.9346932917285
5581,hellraisers,ex-space soldiers,2018-11-01 19:00:00+00:00,1 - 0,hellraisers,1439.9080265877933,1414.5972592539356
5582,fnatic,ago,2018-11-01 18:00:00+00:00,0 - 1,ago,1389.9346932917285,1357.4327207546346
5583,ex-space soldiers,hellraisers,2018-11-01 18:00:00+00:00,0 - 1,hellraisers,1414.5972592539356,1439.9080265877933
5584,ex-space soldiers,windigo,2018-11-01 16:00:00+00:00,1 - 0,ex-space soldiers,1414.5972592539356,1331.7058745669726
5585,mousesports,fnatic,2018-11-01 17:00:00+00:00,1 - 0,mousesports,1515.5462006336868,1389.9346932917285
5586,windigo,ex-space soldiers,2018-11-01 16:00:00+00:00,0 - 1,ex-space soldiers,1331.7058745669726,1414.5972592539356
5587,fnatic,mousesports,2018-11-01 16:00:00+00:00,1 - 0,fnatic,1389.9346932917285,1515.5462006336868
5588,fnatic,windigo,2018-10-31 21:00:00+00:00,0 - 1,windigo,1389.9346932917285,1331.7058745669726
5589,astralis,north,2018-10-31 21:00:00+00:00,1 - 0,astralis,1840.790560522816,1549.4015830999579
5590,windigo,fnatic,2018-10-31 20:00:00+00:00,1 - 0,windigo,1331.7058745669726,1389.9346932917285
5591,north,astralis,2018-10-31 20:00:00+00:00,1 - 0,north,1549.4015830999579,1840.790560522816
5592,ago,mousesports,2018-10-31 19:00:00+00:00,1 - 0,ago,1357.4327207546346,1515.5462006336868
5593,faze,nip,2018-10-31 19:00:00+00:00,0 - 1,nip,1498.3467440490158,1416.3772631475788
